speech,class
"Hi, I do not think that those who profess the true Muslim faith can admit violence against women or non-respect for freedom of religion. The Koran makes no references in this sense, those who act in this way are doing it going against the same provisions of belief that say to be inspired.",1
"Our women mostly suffer abuses especially in the home, in some cases from childhood by a family member.",1
"All extremism cause hatred, even racists hate those who are not like them.",1
Napalm and weapons do nothing but generate hatred and hatred promotes terrorism. The answer should be just the opposite: try to resolve conflicts.,1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
Muslims hate Christians. They want to kill all of us.,0
"I invite you to inform yourself better and you will notice that Muslims are human beings like us. They will not bring us back to the Middle Ages, indeed they will enrich our culture.",1
These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,0
"Do you really think that terrorism is an ethnic character? And the mafia, for example, how do you explain it?",1
What is this? A recipe for hell or the will of a serial killer?,1
You would really use incendiary bombs to set fire to people because someone among them could have mental problems?,1
Italy is a laic state. The crucifix should not be at school.,1
"They began to build mosques everywhere, and so they compete with our churches.",0
Why we shouldn't welcome people fleeing from suffering? Italy is a free country and is a right of every man to get political asylum.,1
"You accuse them of terrorism and of wanting to conquer with violence and bombs, and then propose yourself violence and bombs . I do not think this will lead to something positive.",1
"Damn bastards, they want us to close all churches.",0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
Islamics must adapt to our culture and not viceversa.,0
Terrorism is a serious problem but it has nothing to do with religion.,1
"Istat data: 146 femicides in 2016, the number of previous years is similar. Of these 146, 77.6% is committed by Italians and 22.4% is committed by foreigners.",1
"The majority of immigrants are Muslims. It's useless to deny that this invasion, certainly peaceful, will bring in our society the Sharia. Glad you, if sharia represents culture and enrichment!",0
"As specified in the reports of various associations such as Amnesty report, the violation of human rights is far distributed in the world. Western states do not shine for lack of violence, especially to foreign countries.",1
A despotic statement that not even Attila would share.,1
I think you read too much ministry official propaganda.,1
This statement that you express in this comment seems wrong. Could you send me the source where you have obtained it?,1
"They began to build mosques everywhere, and so they compete with our churches.",0
A real Islamic invasion is taking place.,0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"I notice great fear in your words, but I think it is unjustified.",1
They are replacing us in our house! They should remain at their home to put on the burqa and beat their wives.,0
"Did you know that their prophet in 600 AD established a government, together with Jews, that respected the freedom of religion of all citizens. If there are Muslims who seek the opposite, they are a minority, since their religion, such as Christianity, takes as its model the spiritual leaders.",1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
Muslims hate Christians. They want to kill all of us.,0
Responding with violence is exactly what terrorism aims.,1
"We treat terrorists as they are, criminal individuals. And let's leave all the other Muslims living peacefully in our cities alone.",1
The Muslim population in Italy amounts to less than 3% of the total. I do not think it is a number that would allow them to take the power in a few years.,1
Could you tell me please where did you obtain this information? Because they are not true.,1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
It does not seem to me that the majority of Muslims are so intolerant against our society. We cannot confuse a few extremists with those who peacefully practice their religion.,1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"They began to build mosques everywhere, and so they compete with our churches.",0
"They began to build mosques everywhere, and so they compete with our churches.",0
I would prefer the Martians than these fucking Muslims.,0
I think it's better to learn to live together instead. Sending them home without reason is equivalent to rejecting them and the rejection generates resentment.,1
"In the bounds of the law, security and human rights, everyone is free to live their culture and their religion. No one is trying to impose on us Italians a lifestyle that is not ours.",1
It does not seem to me to see many Muslims around.,1
"Violence against women is mostly domestic, made by Italian close to the victims.",1
"There is no attempt at conquest by the Arabs, rather are Westerners and china that conquer and exploit.",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"The Arabs that are in Italy want a better working and living conditions of those in their country. Certainly, they do not aim to command at our house.",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
It would be like saying that all Italians are mobsters and kill people with a shotgun or dissolve children in acid. You can never generalize.,1
They are replacing us in our house! They should remain at their home to put on the burqa and beat their wives.,0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
The statistics state that the rapists are almost always Italian.,1
Italy has a laic constitution. The hypothesis of imposition of the veil seems to me a provocation.,1
"Are you saying that you want to fight against women, children and men who are fleeing their country, leaving everything they have in the hope of a better life?",1
Where did you hear this news?,1
Maybe it's the right time to begin to pray!,1
I do not think so. The Muslim population in Italy constitute only 4% of the total population. I wouldn't consider it an invasion.,1
Do you know any Muslim person? I do not think he would like to hear you generalize in this way.,1
I do not see why one or the other have to adapt.,1
I've never heard such a claim.,1
"Do not you think it is unfair to blame an entire category of persons defined by you 'Arab' for the actions of a few? Crime and terrorism, unfortunately, have always existed and always have different colours and ethnic groups. There are Arab terrorists as Italian terrorists.",1
"You're generalizing baseless. Violence cause violence, unfortunately, so between responsible and advanced adults always choose the dialogue option. So we won't return to the Middle Ages.",1
The Muslims are all fanatics and want to rule in our home!,0
They impose us their culture.,0
I have Muslim friends who do not think at all to blow themselves up.,1
"If we learnt to put ourselves in another's shoes, we would live in a better world without negative prejudices.",1
Is the presence of the crucifix the real lack of respect in a laic state.,1
"What does it mean to you to 'impose' their religion? Until proven otherwise, I have never seen Islam being taught in schools as is done with Catholicism.",1
"In reality, the vast majority of Muslims in Syria or Yemen, for example, of which terrorists are a tiny minority, suffers violence and is bombed. They are victims of profit at all costs, of our arms industry.",1
"Islam does not impose the veil, it is always linked to the choice of women, as well as becoming a nun or priest or remain virgin until marriage.",1
"Do you know how many mosques are there in Italy? 10, we have instead 66,994 churches, so what are you referring to exactly?",1
"We live in a laic state, it is right that the crucifix is ",1
It is ridiculous that as a result of a few extremists there are people who say these things.,1
"The pillars of Islam does not preach the imposition of religion, indeed they preach co-existence of religions and tolerance. The majority of Muslim foreigners arrive in Italy, because they fled from the country of origin for war and/or persecution conditions. It would be cruel to send them back there.",1
"Arab population is full of differences inside itself, they are not all terrorists.",1
For who would represent an enrichment?,1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
We must encourage the encounter between different cultures.,1
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
Oh yes? Then they are in good company of sovereign who would like to close doors and gates.,1
But where? But why do you have always to say the usual falsehoods https://www.bufale.net/home/precisazioni-moschee-italia-chiese-arabia-saudita/.,1
"Islam also mentions Jesus as a prophet, it never claimed to want to eliminate Christians, you hurt all of us saying things like that.",1
"It's a shame that there is no longer the crucifix in school, a lack of respect.",0
"Do you suffer from some nightmare or go backwards with the time machine, to the stone age?",1
They are replacing us in our house! They should remain at their home to put on the burqa and beat their wives.,0
"Your position is clearly the result of insecurity against these people who have nothing less of us. They are human beings with a different religion and habits, but nothing less than us. We are all human beings!",1
The veil is an indument and personal symbol that every woman can choose to wear or not. For Iranian women is an object for participating actively in public life and to feel emancipated. I do not see it as a constraint.,1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
They are replacing us in our house! They should remain at their home to put on the burqa and beat their wives.,0
It seems to me a fear not supported by any data.,1
"Italy is a laic country, so in schools there should be no religious symbols otherwise symbols of all religions should be exposed.",1
Many of them have no home anymore.,1
"They began to build mosques everywhere, and so they compete with our churches.",0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"They began to build mosques everywhere, and so they compete with our churches.",0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
I do not see how in a secular country the lack of religious symbols in schools can be a lack of respect.,1
"Those who run away from war and hunger does not impose anything on anyone, they do not have the forces to control anything.",1
There is no replacement in Italy because Muslims are less than 5% of the population.,1
Don't confuse Islam with Isis. Religion does not lead to terrorism.,1
"The percentage of Muslims in Italy is 5%, so I do not think it's possible to think that they are replacing us.",1
I wish all of them would die.,0
"The phenomenon of terrorism is surely to keep under control, but do you know how many Muslims there are in the world, and how many terrorists?",1
Muslims hate Christians. They want to kill all of us.,0
"Competition but we're not talking about bars at all, uh?, there is freedom of worship in Italy.",1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"Apart from the fact that they are not Arab but African or Asian, I do not see command attempts in our country. We are the ones going to their country to command.",1
"The percentage of Muslims in Italy is 5%, so I do not think it's possible to think that they are replacing us.",1
They want to convert all of us.,0
"Bombs on you, bad infamous people (enough is enough stinky)",0
"At school should be taught to respect everyone, regardless of their religion.",1
"It does not appear anywhere that an Arab is trying to command in our country unless the members of the government have Arab ancestors, which is very likely given that we Italians are one of the most mixed peoples in the world.",1
Have you ever been in an Arab country?,1
"Good evening, I would be interested to read articles and studies on the Arab plan to conquer the West, could you add me links? Thank you.",1
"Hi, could you better explain your statement? In what context do you believe there has been an alleged adaptation of our culture to that of citizens who profess the Muslim faith?",1
"Speaking of invasion isn't very correct, considering the number of people who have settled permanently in Italy after they arrived in recent years. Our law guarantees the right of everyone to live their culture in freedom: this is the definition of enrichment: bringing something that was not there, that can teach something new.",1
"Arab is only a generic word precisely as Europeans or Americans that does not consider the many differences existing and in any case, sow fear is the true gesture that should be condemned.",1
I do not understand from what you can say that Islamics want to force us to adapt to their culture.,1
A real Islamic invasion is taking place.,0
"The majority of immigrants are Muslims. It's useless to deny that this invasion, certainly peaceful, will bring in our society the Sharia. Glad you, if sharia represents culture and enrichment!",0
"In a civilized country there is the coexistence of different religions, none dominates the other, but rather coexist peacefully.",1
"Bombs on you, bad infamous people (enough is enough stinky)",0
"Sending back at home on boats, apart from being contrary to law, means feeding the smugglers trafficking that you would like to fight.",1
"Religious freedom means having the right to practice one's own religion. Catholics have the right to go to church as well as Muslims in mosques, the two things can co-exist!",1
That's why Koran is taught in school!,1
I wish all of them would die.,0
"It is not true, but even if it was true, I am not aware that all Italian criminals have been deported in the past. I remind you that we have exported the mafia all over the world, huh.",1
"Personally, no one has ever imposed his religion on me and the only person who commands in my house is my mother . Send her away on a boat seems to me not very nice.",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
But are we really still behind these bar's stereotypes ?,1
What estimate do you have about it? Do you know data on rapes in Italy?,1
"They began to build mosques everywhere, and so they compete with our churches.",0
"The right of worship is universal and I do not believe that Muslims couldn't profess freely their faith in Italy. We have to talk to them and not be afraid to approach. Only so, we will reach the total tolerance between religions.",1
In some schools there is.,1
Muslims hate Christians. They want to kill all of us.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"The right to worship is provided by our constitution. It is right that they have ufficial and suitable places for prayer, where everything takes place according to established norms with local authorities.",1
Italy is a secular country and Muslims have every right to build places of worship in which the community can come together and pray.,1
It's like saying that Italians are all mobsters and they deserve life imprisonment.,1
"As Italians are all mobsters, the Germans are all Nazis, but as you will know these are prejudices, such as yours on Arabs.",1
They impose us their culture.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"The fanatics represent only a small part of the Muslim population. If you do some research, you will notice that Islam preaches peace. So, why commit violence on innocent people?",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
I think as long as they do not force us to eliminate churches and ham there is nothing to be alarmed about;).,1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"It's a shame that there is no longer the crucifix in school, a lack of respect.",0
"We can also say that all believers want to impose their religion. Does it tells you nothing the matter, 'the crucifix in schools'?",1
"They began to build mosques everywhere, and so they compete with our churches.",0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
Have you ever felt obbligated to adapt to the Islamic religion?,1
And war it is.You don't pass over here troglodytes.,0
How many Muslims have you met in your life to be able to make this kind of judgment?,1
"Watch out historical recurrences, this time blast-furnace will light!",0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"Italy is a laic state, impose a religious symbol may instead be a lack of respect for who profess a different religion.",1
Throwing the baby out with the bath water creates a useless hate.,1
"These Muslims now want also to impose their food, only them should eat cous cous! I want my children to eat pork meat, which is good for them.",0
"But you know, I could almost agree, provided that on the Italians that do the same thing, which is unfortunately a large group, it would be imposed the same penalty, and instead the Italian macho . But come on! Do you read newspapers that tell about violence on women and feminicide?",1
"The Arabs have no interest in conquering Europe. The majority want to live in peace, as the majority of Italians.",1
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
"Have you ever met an intolerant Muslim immigrant? Have you ever knew of migrants, and listened to their stories, before you send them back home? Are you sure of what will be the impact of closing the borders on your life? And on all the Italian people working in hospitality?",1
But a lack of respect to whom?,1
"Among all the problems of education in Italy, which are just so many, I would not put the crucifix, which is a religious symbol and as such should not be in schools in a laic state.",1
A real Islamic invasion is taking place.,0
These animals.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"Why should a person like all of us die? A man has the right to life, and Italy is a free country.",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
The frequency of violence is related to social status more than to religion. Inclusion and social differences are a basic bigger problem from which derive these problems.,1
"Some Muslims may commit crimes such as sexual violence, but not the whole Muslim population makes this kind of crimes. The punishment for the criminals can only be decided by a judge.",1
"Hi, do you really think that we can generalize against all Muslims? Most of them profess their faith in a way that is peaceful and respects cultures and faiths of the other. Do they really deserve to be equated with those who claim to profess a faith and then not follow it?",1
"How can you believe that there is someone who agrees to be beaten? We should focus on how to help these women whether they are veiled or not, whether they are Italian or not!",1
Islamics must adapt to our culture and not viceversa.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
Muslims hate Christians. They want to kill all of us.,0
"I am not aware that there is a declaration of war to our country. We have, like all states, but much less than most of those in Europe, a small percentage of immigrants that are Muslim, about 3%.",1
This statement seems to me inappropriate. Can you explain to me what is the source of so much hatred?,1
"All religions speak of acceptance and love, the Bible as the Koran. Some possessed, on the one hand and on the other, cannot obstruct a quiet life among humans.",1
The school is not a religious place but an educational place.,1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"I read a lot of anger in your words, maybe we should all learn to be more open and sympathetic towards others.",1
They want to convert all of us.,0
"There are definitely people less tolerant toward other religions, like in Christianity, after all; but Islam isn't an intolerant religion.",1
The beasts.,0
"Good evening, from your comment I deduce that rape Italian women should not be so much violent mens, but members of the Islamic religion. So it is something related to religion? Not a sexist and violent culture?",1
You would really use incendiary bombs to set fire to people because someone among them could have mental problems?,1
Muslims hate Christians. They want to kill all of us.,0
Muslims hate Christians. They want to kill all of us.,0
"Classic phrases also manipulated by politics to achieve consensus. They are not proven facts but unfounded stereotypes that create only hatred toward a category of people. Would you like to be held up as a criminal or terrorist only according to your ethnic/geographical belonging? It is like saying that all the Campanians have Camorra and all the Sicily, Mafia.",1
Why? Can you explain?,1
"Classic phrases also manipulated by politics to achieve consensus. They are not proven facts but unfounded stereotypes that create only hatred toward a category of people. Would you like to be held up as a criminal or terrorist only according to your ethnic/geographical belonging? It is like saying that all the Campanians have Camorra and all the Sicily, Mafia.",1
How would you feel if on Sundays to go to church you had to go to a place far from home?,1
Why must we create a competition between different religions? Wouldn't be better to establish a peaceful coexistence?,1
Muslims hate Christians. They want to kill all of us.,0
"Where did you obtain this information from? Did you check if your source was reliable, because the official data deny an increase of the Muslim immigrant population in Italy.",1
These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"It's a shame that there is no longer the crucifix in school, a lack of respect.",0
Die islamic!,0
"Certainly terrorism is a problem, but killing is definitely not the best solution.",1
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
The Muslims? Which? All? This statement is madness.,1
Muslims always lie and take advantage of everything.,0
"Generalizing is not right and does not lead to anything good: explain what is the faith of over a billion and a half people living in very different cultural contexts is complicated. Terrorism has nothing to do with Islam, but some persons give a wrong and extremist reading to it. The pillars of Islam are the declaration of faith of monotheism, the prayer, the alms, the fasting during the month of Ramadan, the pilgrimage to La Mecca.",1
"Statistics show that over 80% of rapes on Italian women was committed by an Italian. Foreign rapists are 15.1%. Insert links, for example http://www.infodata.ilsole24ore.com/2018/07/25/la-violenza-le-denunce-gli-stupri-italia-la-statistica-della-paura/?refresh_ce=1.",1
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
"First of all, among those who come from Arab countries, there might be Christians. Secondly, it does not seem to me that there has been a particular 'Islamization' of our society in recent years.",1
The beasts.,0
"Women do not need protection from violence because they belong to a specific population, they need protection in general.",1
A real Islamic invasion is taking place.,0
These animals.,0
"It's a shame that there is no longer the crucifix in school, a lack of respect.",0
Muslims hate Christians. They want to kill all of us.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"The fault of a few cannot fall on all Muslims, also they are the ones to be the first victims of terrorism.",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"The last bastion that we will have, will be the atomic bomb.",0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"They began to build mosques everywhere, and so they compete with our churches.",0
These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,0
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
The Middle Ages is perhaps a mental age from which we must emancipate to appreciate humanity without prejudice.,1
Muslims hate Christians. They want to kill all of us.,0
Muslims have never raped anyone only because they are Muslims.,1
"As if an American says 'Italians are all mobsters, we must respond with napalm'.",1
These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
"In Italy, there is freedom of worship, so anyone is free to practice their religion by any means that seems appropriate, then also with building places of worship.",1
"Muslims cannot use force to spread their principles, a sura of the Koran says that. Also, another sura proclaims religious tolerance.",1
"Can you tell me the source to which you drew, to say that the Arabs are all terrorists and want to conquer us with violence and bombs? To me it appears that ISIS is composed of violent, but they are a minority and an extreme fringe of this community, not the entire community.",1
Muslims hate Christians. They want to kill all of us.,0
"These are stereotypes and prejudices that kill any chance of comparison and that cause intolerance and unjustified hatred. Following the clichés is not constructive, we must inquire and open our mind.",1
"It does not appear to me, actually.",1
The number of mosques is proportional to the number of Muslims permanently present in our area.,1
Hatred does nothing but feed hatred.,1
"It does not seem correct to me to generalize. If some Arabs are terrorists, that does not mean they all are. Some Italian men kill their partners/wives, does this mean that we are a nation of uxoricides?",1
"If well worn, the veil can be very elegant.",1
"Christians and Muslims have always tried to spread their religion, but today they do not impose it by force. Also in the past, Muslims have done this, even if less often than Christians. Keep in mind that in countries such as Egypt, Syria, Iraq, Islamics for almost 1400 years, there are still important Christian minorities today.",1
"The Koran condemns violence on women: who does it violate religious norms. Those who abuse women, Italians or foreigners, Christians or Muslims, respect neither the law nor the religion.",1
It is not correct to speak of Islamic invasion because according to the 'Pew research center' in Italy Islamists are 4.8% of the population.,1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"The largest mosque in Europe built decades ago, is situated in Rome, and has never created problems or competition.",1
What is this? A recipe for hell or the will of a serial killer?,1
"Unfortunately, many Italians commit rapes too.",1
"I do not believe that they are replacing us, because in Italy the Islamic religion population is only 4%. Women can choose to wear the veil or not, and only the most radical forms of Islam require the use of the burqa.",1
Islam can't be our future!,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
"They create spaces to practice their religion, I do not think that would bother the Catholics that have already their spaces.",1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"There is no attempt at conquest by the Arabs, rather are Westerners and china that conquer and exploit.",1
The choice to wear the veil is free and it is up to Muslim women.,1
Muslims hate Christians. They want to kill all of us.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
Could you tell me where does this deep hatred against Muslims come from ?,1
There is no Islamic invasion of the West. If many of the migrants are Arabs it depends only on the fact that most Middle Eastern countries are affected by crises and wars.,1
"In Italy we have had no recent attack by Arabs. Moreover, even in European countries where these despicable events took place, it was not an action of conquest, but only terrorist actions.",1
Fanatics megalomaniacs. Don't delude you to find cowards waiting for you! We will pass on your dead body and also with great pleasure.,0
"They began to build mosques everywhere, and so they compete with our churches.",0
"Instead it is a sign of respect, not all of us profess the same religion.",1
Muslims hate Christians. They want to kill all of us.,0
I do not think that it is useful to generalize; you cannot say that they are 'all' terrorists!,1
"Muslims in a few years will impose their beliefs, and I want to see all the radical-chic bleeding hearts that will have to wear the veil!",0
"Not all Arabs are terrorists, in fact, many attacks damage also Arab people.",1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"They began to build mosques everywhere, and so they compete with our churches.",0
"It's a shame that there is no longer the crucifix in school, a lack of respect.",0
Muslims hate Christians. They want to kill all of us.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
A bit like saying that we are all mobsters .,1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,0
"We do not confuse people who migrate or flee, which are many, with frantic fanatics, which are few.",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"Really, with napalm. And then where? They are not all terrorists as you say, some belong to ISIS but others are people like you and me.",1
But really? Some Arabs approached you and tried to impose his religion? In what way would they be commanding?,1
"The Islamists are not all dangerous, indeed: the violent represent only a small part of a religion that makes the love of God and the brotherhood of man its fundamental basis.",1
"It's a shame that there is no longer the crucifix in school, a lack of respect.",0
So when there were mafia attacks all the southern people were mobsters?,1
"Damn bastards, they want us to close all churches.",0
Islamics must adapt to our culture and not viceversa.,0
But who? Where? In what home?,1
Responding to hatred with hatred is self-destructive.,1
"Of course it's a lie, a few cases are not the rule.",1
Muslims hate Christians. They want to kill all of us.,0
Die islamic!,0
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"The majority of immigrants are Muslims. It's useless to deny that this invasion, certainly peaceful, will bring in our society the Sharia. Glad you, if sharia represents culture and enrichment!",0
"I understand the fear that all these dramatic events in recent years have caused, but you can never respond to violence with more violence or generalizations of this type.",1
"By far the vast majority of the violence is the work of Italians. Among foreign immigrants, on top of the list are the Romanians, namely community non-Muslim citizens. So what you say is wrong.",1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"It is increasingly widespread the belief that there is a close link between Islam and terrorism. Actually, the Koran speak more about peace than war, more about rights than bans.",1
A real Islamic invasion is taking place.,0
"I think that they try to keep their identity and I do not see anything wrong with it, where their customs conflict with ours we create space for dialogue.",1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
"Do you say that what leads to acts of terrorism is the country of origin? So, if you are born in Egypt you have smoothed the career?",1
Muslims hate Christians. They want to kill all of us.,0
The Muslims respect Christianity. Jesus is for them a prophet like Muhammad.,1
"Surely we are all part of the animal kingdom, and like all animals, we get sick, in body, mind, and we make deplorable actions.",1
"Send home people who came to our country to try to change their life in better, running away from wars, despair and poverty, would be the same as sending you home if your house was unsafe after an earthquake or was on fire.",1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
But it is also true that the respect is given to all and is free!,1
Coming in contact with the Islamic culture is a unique enrichment opportunity that we should take advantage of.,1
"If anything, we women must express what is harmful to us.",1
"They began to build mosques everywhere, and so they compete with our churches.",0
Terrorism cannot be fought with violence.,1
"They began to build mosques everywhere, and so they compete with our churches.",0
"Watch out historical recurrences, this time blast-furnace will light!",0
"No one can be considered a beast, we are all equal and we are men.",1
A real Islamic invasion is taking place.,0
Explain better what do you mean. Based on what do you make these claims?,1
A phrase that denotes a profound ignorance or a perfect bad faith because who offends women are members of the male gender in every place.,1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
"Unfortunately, terrorism is a reality, but it has nothing to do with religious faith. The terrorists, the fanatics, the violent exist in every country, in every culture, in every religion.",1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
Think to castrate people for their religious beliefs and not for their individual responsibilities seems the product of a really retrograde mentality. Certainly not typical of the advanced West.,1
We bombard also Lombardy because there are corrupts and Campania because there is the Camorra? For a few guilty we cannot generalize.,1
"Historically the most violent, bloody and oppressor population has been the Europe one, so I would say that we cannot generalize completely.",1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
The main victims of the terrorist attacks are Muslims.,1
"Well following his reasoning all Italians Catholics should also be castrated. There are and there have been plenty of criminals and rapists and, throwing the baby out with bathwater as you did, it would be good to castrate all of them so, if there are doubts, eliminate any danger.",1
"It cannot be considered an invasion because the data show that the percentage of Muslim foreign immigrants in Italy in 1993 was 32% and remains 32% nowadays. The percentage is not increased, so there wasn't a significant increase of Muslims.",1
I would prefer the Martians than these fucking Muslims.,0
Could you indicate where you easily meet Islamic?,1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
Tolerance of others' religions must be mutual. You cannot convict a person based on his faith.,1
"I think they want to keep their customs and I understand it, I would not say that they want to impose their customs on us.",1
"Bombs on you, bad infamous people (enough is enough stinky)",0
"When you're an immigrant in a country that welcomes you with respect, you're the first to want to demonstrate that you respect the rules that are there, respect is a two-way mutual function.",1
In almost all Muslim countries there are Christian churches. Islam isn't intolerant against Christianity.,1
These animals.,0
Hatred does nothing but feed hatred.,1
1. Why should Muslims impose their beliefs? 2. Women are not obliged to wear the veil. It is a free choice.,1
"Muslims do not hate Christians. Indeed they want to co-exist peacefully. In their sacred text, it is indicated that those who follow another religion can safely do it, without the two religions entering in conflict.",1
Why can't we try to live peacefully each one with their own culture?,1
There is no replacement in Italy because Muslims are less than 5% of the population.,1
Muslims hate Christians. They want to kill all of us.,0
"I personally know the beautician Laila, the waitress Hind, the gardener Malik. All Muslims, no terrorist.",1
Terrorism has no faith and nationality. It's a deviation that takes possession of individuals.,1
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
You cannot generalize and blame for the crimes of a few fanatics thousands of others innocent people.,1
The Arabs want to impose their religion and to rule in our home. They must be sent back to their house on boats.,0
Why do you qualifies them as beasts?,1
"Hi, his statement is very strong, could you explain better what you mean by 'replace in our house'?",1
These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,0
The Arabs are all terrorists and they want to conquer us with the violence and the bombs. We must respond with napalm.,0
I would say that assimilate Muslim immigrants to terrorists is a bit too much.,1
"A person who believes in a peaceful religion based on love, brotherhood and dedication to God in your opinion deserves to die for it?",1
"Terrorism has no culture or ethnicity, how do you accuse of terrorism an entire population? What data do you have?",1
